"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "1975", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "1976", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "1977", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1978", "SYSTEM", "Method Exit", " returner=Database:1#done_write:13, value=<void>"
"Thread-0", "1979", "SYSTEM", "Method Returned", " "
"Thread-0", "1980", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1981", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1982", "SYSTEM", "Variable Write", " context=Writer:1#run:1, i=3"
"Thread-0", "1983", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1984", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "1985", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-1", "1986", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-0", "1987", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#request_write:18"
"Thread-0", "1988", "SYSTEM", "Method Entered", " "
"Thread-0", "1989", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1990", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "1991", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "1992", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "1993", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "1994", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1995", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-1", "1996", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1997", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "1998", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-1", "1999", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2000", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2001", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2002", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2003", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2004", "SYSTEM", "Method Exit", " returner=Database:1#request_write:16, value=<void>"
"Thread-1", "2005", "SYSTEM", "Method Returned", " "
"Thread-1", "2006", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2007", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2008", "SYSTEM", "Field Read", " context=Writer:2, d"
"Thread-9", "2009", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "2010", "SYSTEM", "Field Read", " context=Writer:2, x"
"Thread-9", "2011", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2012", "SYSTEM", "Method Call", " caller=Writer:2#run:2, target=Database:1#write:14"
"Thread-1", "2013", "SYSTEM", "Method Entered", " "
"Thread-1", "2014", "SYSTEM", "Variable Write", " context=Database:1#write:14, x=10"
"Thread-1", "2015", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2016", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2017", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-9", "2018", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2019", "SYSTEM", "Field Write", " context=Database:1, data=23243"
"Thread-9", "2020", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "2021", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2022", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2023", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "2024", "SYSTEM", "Method Exit", " returner=Database:1#write:14, value=<void>"
"Thread-7", "2025", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2026", "SYSTEM", "Method Returned", " "
"Thread-1", "2027", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2028", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "2029", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2030", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2031", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "2032", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-5", "2033", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2034", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "2035", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2036", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2037", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "2038", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-6", "2039", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2040", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "2041", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2042", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2043", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-0", "2044", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "2045", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "2046", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2047", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "2048", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-0", "2049", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2050", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2051", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2052", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2053", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-4", "2054", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-4", "2055", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-4", "2056", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2057", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-4", "2058", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-4", "2059", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2060", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-4", "2061", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-4", "2062", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2063", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2064", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2065", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-1", "2066", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2067", "SYSTEM", "Field Read", " context=Writer:2, d"
"Thread-1", "2068", "SYSTEM", "Method Call", " caller=Writer:2#run:2, target=Database:1#done_write:14"
"Thread-1", "2069", "SYSTEM", "Method Entered", " "
"Thread-1", "2070", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2071", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2072", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2073", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "2074", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-1", "2075", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2076", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-1", "2077", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2078", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2079", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-2", "2080", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2081", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2082", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "2083", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2084", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "2085", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2086", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2087", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2088", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-1", "2089", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2090", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "2091", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2092", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2093", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "2094", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2095", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2096", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2097", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2098", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2099", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2100", "SYSTEM", "Method Exit", " returner=Database:1#done_write:14, value=<void>"
"Thread-2", "2101", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-1", "2102", "SYSTEM", "Method Returned", " "
"Thread-1", "2103", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2104", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-1", "2105", "SYSTEM", "Variable Write", " context=Writer:2#run:2, i=4"
"Thread-1", "2106", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2107", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2108", "SYSTEM", "Field Read", " context=Writer:2, d"
"Thread-2", "2109", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "2110", "SYSTEM", "Method Call", " caller=Writer:2#run:2, target=Database:1#request_write:19"
"Thread-1", "2111", "SYSTEM", "Method Entered", " "
"Thread-1", "2112", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2113", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "2114", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2115", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2116", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-2", "2117", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2118", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2119", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "2120", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2121", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2122", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2123", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2124", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2125", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2126", "SYSTEM", "Method Exit", " returner=Database:1#request_write:17, value=<void>"
"Thread-3", "2127", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "2128", "SYSTEM", "Method Returned", " "
"Thread-2", "2129", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2130", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-2", "2131", "SYSTEM", "Field Read", " context=Writer:3, d"
"Thread-3", "2132", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2133", "SYSTEM", "Field Read", " context=Writer:3, x"
"Thread-3", "2134", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "2135", "SYSTEM", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:15"
"Thread-2", "2136", "SYSTEM", "Method Entered", " "
"Thread-2", "2137", "SYSTEM", "Variable Write", " context=Database:1#write:15, x=100"
"Thread-2", "2138", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2139", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "2140", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-3", "2141", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2142", "SYSTEM", "Field Write", " context=Database:1, data=23343"
"Thread-3", "2143", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "2144", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2145", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-2", "2146", "SYSTEM", "Method Exit", " returner=Database:1#write:15, value=<void>"
"Thread-3", "2147", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2148", "SYSTEM", "Method Returned", " "
"Thread-2", "2149", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2150", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2151", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2152", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2153", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-8", "2154", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "2155", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2156", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "2157", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2158", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2159", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "2160", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-9", "2161", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2162", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "2163", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2164", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2165", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "2166", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-7", "2167", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2168", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "2169", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2170", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "2171", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2172", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-5", "2173", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2174", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-5", "2175", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2176", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2177", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-1", "2178", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-1", "2179", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-1", "2180", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2181", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "2182", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2183", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-2", "2184", "SYSTEM", "Field Read", " context=Writer:3, d"
"Thread-1", "2185", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2186", "SYSTEM", "Method Call", " caller=Writer:3#run:3, target=Database:1#done_write:15"
"Thread-2", "2187", "SYSTEM", "Method Entered", " "
"Thread-2", "2188", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2189", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2190", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-1", "2191", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2192", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "2193", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "2194", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "2195", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-2", "2196", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2197", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-2", "2198", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2199", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2200", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-0", "2201", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2202", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2203", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "2204", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2205", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2206", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "2207", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2208", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "2209", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2210", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2211", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "2212", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2213", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "2214", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2215", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2216", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2217", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2218", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2219", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2220", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2221", "SYSTEM", "Method Exit", " returner=Database:1#done_write:15, value=<void>"
"Thread-0", "2222", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "2223", "SYSTEM", "Method Returned", " "
"Thread-2", "2224", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2225", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-2", "2226", "SYSTEM", "Variable Write", " context=Writer:3#run:3, i=3"
"Thread-2", "2227", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2228", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2229", "SYSTEM", "Field Read", " context=Writer:3, d"
"Thread-0", "2230", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "2231", "SYSTEM", "Method Call", " caller=Writer:3#run:3, target=Database:1#request_write:20"
"Thread-2", "2232", "SYSTEM", "Method Entered", " "
"Thread-2", "2233", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2234", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "2235", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2236", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2237", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-0", "2238", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2239", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2240", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "2241", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2242", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2243", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2244", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2245", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2246", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2247", "SYSTEM", "Method Exit", " returner=Database:1#request_write:18, value=<void>"
"Thread-4", "2248", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "2249", "SYSTEM", "Method Returned", " "
"Thread-0", "2250", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2251", "SYSTEM", "Field Write", " context=Database:1, ww=2"
"Thread-0", "2252", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-4", "2253", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2254", "SYSTEM", "Field Read", " context=Writer:1, x"
"Thread-4", "2255", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "2256", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:16"
"Thread-0", "2257", "SYSTEM", "Method Entered", " "
"Thread-0", "2258", "SYSTEM", "Variable Write", " context=Database:1#write:16, x=1"
"Thread-0", "2259", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2260", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "2261", "SYSTEM", "Field Read", " context=Database:1, data"
"Thread-4", "2262", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2263", "SYSTEM", "Field Write", " context=Database:1, data=23344"
"Thread-4", "2264", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "2265", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2266", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-0", "2267", "SYSTEM", "Method Exit", " returner=Database:1#write:16, value=<void>"
"Thread-4", "2268", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2269", "SYSTEM", "Method Returned", " "
"Thread-0", "2270", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2271", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-4", "2272", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "2273", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-6", "2274", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2275", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-6", "2276", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2277", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-6", "2278", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2279", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2280", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "2281", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-8", "2282", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2283", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-8", "2284", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2285", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2286", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-9", "2287", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-9", "2288", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2289", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "2290", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2291", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2292", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-7", "2293", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-7", "2294", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2295", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-7", "2296", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2297", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "2298", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-2", "2299", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-2", "2300", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-2", "2301", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2302", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-2", "2303", "SYSTEM", "Field Write", " context=Database:1, ww=4"
"Thread-2", "2304", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2305", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-2", "2306", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "2307", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "2308", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2309", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-0", "2310", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#done_write:16"
"Thread-0", "2311", "SYSTEM", "Method Entered", " "
"Thread-0", "2312", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2313", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2314", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2315", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "2316", "SYSTEM", "Field Write", " context=Database:1, w=0"
"Thread-0", "2317", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2318", "SYSTEM", "Field Read", " context=Database, s2"
"Thread-0", "2319", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2320", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2321", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-3", "2322", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2323", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2324", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-5", "2325", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "2326", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2327", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "2328", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2329", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-6", "2330", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2331", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2332", "SYSTEM", "Field Read", " context=Database, s1"
"Thread-8", "2333", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "2334", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-9", "2335", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2336", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "2337", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2338", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2339", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-0", "2340", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2341", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2342", "SYSTEM", "Method Exit", " returner=Database:1#done_write:16, value=<void>"
"Thread-3", "2343", "SYSTEM", "Field Read", " context=Database:1, ww"
"Thread-0", "2344", "SYSTEM", "Method Returned", " "
"Thread-0", "2345", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2346", "SYSTEM", "Field Write", " context=Database:1, ww=3"
"Thread-0", "2347", "SYSTEM", "Variable Write", " context=Writer:1#run:1, i=4"
"Thread-0", "2348", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2349", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "2350", "SYSTEM", "Field Read", " context=Writer:1, d"
"Thread-3", "2351", "SYSTEM", "Field Read", " context=Database:1, r"
"Thread-0", "2352", "SYSTEM", "Method Call", " caller=Writer:1#run:1, target=Database:1#request_write:21"
"Thread-0", "2353", "SYSTEM", "Method Entered", " "
"Thread-0", "2354", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2355", "SYSTEM", "Field Read", " context=Database:1, w"
"Thread-0", "2356", "SYSTEM", "Field Read", " context=Database, s3"
"Thread-3", "2357", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2358", "SYSTEM", "Field Write", " context=Database:1, w=1"
"Thread-3", "2359", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2360", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "2361", "SYSTEM", "Field Read", " context=Database, s2"
